animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_name,album_file,album_base64,album_update,cDate,shelter_address,shelter_tel,
10605251101002,A6-1060524002,11,69,彰化縣流浪狗中途之家,狗,M,MEDIUM,黃色,ADULT,F,T,鹿港鎮,,OPEN,106年5月24日進入收容所，捕捉拾獲地點：鹿港鎮頭崙里埔尾巷45號，即日起開放領養,,2017-05-25,2999-12-31,2017-10-07 23:48:11,2017-05-25 10:34:28,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/1495679614_69_2df295489128d74d89eef760d4c417f1.png,,,2017/10/8 上午 12:04:35,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10512051005001,10511150009,10,91,中途動物醫院,狗,F,MEDIUM,黃色,CHILD,T,N,,,OPEN,我在北區 庚欣動物醫院開放認養 歡迎來電詢問04-22319663,,2016-12-05,2999-12-31,2017-10-07 23:47:54,2016-12-05 08:23:25,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/37465e37d9a78551b35fec3576159949.png,,,2017/10/8 上午 12:03:18,,,
10606021701004,0531A7-2,17,75,高雄市壽山站動物保護教育園區,狗,M,BIG,黃,ADULT,F,N,旗津區中洲三路,,OPEN,,,2017-06-02,2999-12-31,2017-10-07 23:47:52,2017-06-02 08:52:06,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/06ff85fd76fcf57ffea3bc0a57eee4c5.jpg,,,2017/10/8 上午 12:04:39,高雄市鼓山區萬壽路350號,07-5519059,
10605030201004,106050308,2,49,臺北市,狗,M,SMALL,黃,ADULT,F,N,景文街,,OPEN,肛門周圍團塊 ---------------- 我是熊大 這笑容是不是挺迷人的呢～ 我喜歡吃東西 好吃的東西可以讓我馬上坐下XD 我在籠內會比較有戒心 但在籠外我可是會埋頭撒嬌唷 這還不快來動物之家找我！,23787,2017-06-06,2999-12-31,2017-10-07 23:47:27,2017-05-03 14:59:36,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/4f7b484d7d4259e4a1e368783a3efc9b.jpg,,,2017/10/8 上午 12:04:40,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10607211801004,10607211801004,18,77,屏東縣流浪動物收容所,狗,M,MEDIUM,黃色,ADULT,F,N,,,OPEN,,,2017-07-21,2018-07-21,2017-10-07 23:46:59,2017-07-21 09:30:20,屏東縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/77/ef9676f063a225a0f078add860c3cd0b.jpg,,,2017/10/8 上午 12:04:48,屏東縣內埔鄉學府路1號(屏東科技大學內),08-7740588#6332；08-7701094,
10609191301001,106-P018D,13,89,斗南代養場,狗,F,BIG,黃色,ADULT,T,T,,,OPEN,斗南代養場 0983-524207 斗南鎮新崙里2之30號(場址座標：N23.679101E120.435732),,2017-09-19,2999-12-31,2017-10-07 23:46:10,2017-09-19 08:26:37,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1494578846_89_563170013c49f76cab142b42acc57a50.JPG,,,2017/10/8 上午 12:05:12,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10506040601001,20160604001,6,61,,狗,M,MEDIUM,花色,ADULT,N,N,新屋區,,OPEN,,,2016-06-04,2999-12-31,2017-10-07 23:46:07,2016-06-04 16:37:46,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/5ebe33e3f3610942cf698fae665480f2.jpg,,,2017/10/8 上午 12:01:51,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10608281701008,0827C4-7,17,75,高雄市壽山站動物保護教育園區,貓,M,SMALL,虎斑,CHILD,N,N,三民區育英街,,OPEN,,,2017-08-28,2999-12-31,2017-10-07 23:46:05,2017-08-28 15:30:09,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/5de3cde90295beadef6fccfac04ca165.jpg,,,2017/10/8 上午 12:05:01,高雄市鼓山區萬壽路350號,07-5519059,
10609080601009,20170908009,6,61,,貓,M,MEDIUM,虎斑,ADULT,F,N,龜山區,,OPEN,,,2017-09-08,2999-12-31,2017-10-07 23:45:30,2017-09-08 17:33:21,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/ee504c7877063ccf01786e9904a36923.jpg,,,2017/10/8 上午 12:05:07,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10512290601030,20161229025,6,61,,狗,M,BIG,其他,ADULT,F,N,龍潭區,,OPEN,晶片未登記,,2016-12-29,2999-12-31,2017-10-07 23:44:58,2016-12-29 17:54:23,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/71aad7b35e1fe451a14305ff16af75f5.jpg,,,2017/10/8 上午 12:03:30,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10512300601030,20161230030,6,61,,狗,F,BIG,黑,ADULT,N,N,觀音區,,OPEN,,,2016-12-30,2999-12-31,2017-10-07 23:44:53,2016-12-30 16:53:33,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/326138378e648fc6135892a9be001c5e.jpg,,,2017/10/8 上午 12:03:31,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10606211005001,10605270004,10,91,中途動物醫院,狗,M,MEDIUM,其他灰白,ADULT,T,N,,,OPEN,我在太平區 安生動物醫院開放認養 歡迎來電詢問04-23607399,,2017-06-21,2999-12-31,2017-10-07 23:44:51,2017-06-21 15:57:36,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/feaf7c09879fb7abd2f58829acc0e8a2.png,,,2017/10/8 上午 12:04:43,,,
10607220501002,1060852,5,78,宜蘭縣流浪動物中途之家,狗,M,BIG,黃,ADULT,N,N,冬山太和路,,OPEN,,,2017-07-22,2999-12-31,2017-10-07 23:43:14,2017-07-22 22:34:34,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/2c5c3b0ce5d9383b10d4ddccfbbf9df6.jpg,,,2017/10/8 上午 12:04:48,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10608211005003,10608110007,10,91,中途動物醫院,狗,M,MEDIUM,其他黑棕,CHILD,T,N,,,OPEN,我在南屯區 慈愛動物醫院開放認養 歡迎來電詢問04-24716662,,2017-08-21,2999-12-31,2017-10-07 23:41:32,2017-08-21 16:43:17,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/9447becebd192265356b4f54ba555c37.png,,,2017/10/8 上午 12:04:57,,,
10602200601014,20170220009,6,61,,狗,F,BIG,咖啡,ADULT,N,N,龜山區,,OPEN,,,2017-02-20,2999-12-31,2017-10-07 23:41:31,2017-02-20 17:55:07,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/9e86b74e1c1196ed25567235eea0c3e0.jpg,,,2017/10/8 上午 12:03:50,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10603201701048,0223A5,17,75,高雄市壽山站動物保護教育園區,狗,M,BIG,黃,ADULT,N,N,小港區大業北路,,OPEN,,,2017-03-20,2999-12-31,2017-10-07 23:41:11,2017-03-20 14:59:32,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/e2acce653c0259da737ab472aa1fe9de.jpg,,,2017/10/8 上午 12:04:00,高雄市鼓山區萬壽路350號,07-5519059,
10608221005003,10607070016,10,91,中途動物醫院,狗,M,SMALL,黃白,ADULT,T,N,,,OPEN,我在西區 百科動物醫院開放認養 歡迎來電詢問04-23055172,,2017-08-22,2999-12-31,2017-10-07 23:41:09,2017-08-22 10:41:24,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/ea60c55ce4c297a26c1d3bc32083e8ea.png,,,2017/10/8 上午 12:04:58,,,
10604100601016,20170410006,6,61,,狗,M,BIG,黃,ADULT,N,N,中壢區,,OPEN,,,2017-04-10,2999-12-31,2017-10-07 23:40:58,2017-04-10 16:54:36,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/64891f40bcd027b4795942b6fe1c597b.jpg,,,2017/10/8 上午 12:04:07,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10604110601011,20170411011,6,61,,狗,M,BIG,其他,ADULT,N,N,楊梅區,,OPEN,,,2017-04-11,2999-12-31,2017-10-07 23:40:39,2017-04-11 16:50:19,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/0b1377f8f24ac7d9843dcaa3f7f63631.jpg,,,2017/10/8 上午 12:04:09,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10610060601030,20171006007,6,61,,狗,M,SMALL,花色,CHILD,N,N,蘆竹區,,OPEN,,,2017-10-06,2999-12-31,2017-10-07 23:40:06,2017-10-06 16:58:32,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/02c254fe611c398868caca673a9e3321.jpg,,,2017/10/8 上午 12:05:23,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10610060601018,20171005004,6,61,,狗,F,MEDIUM,黑,ADULT,N,N,觀音區,,OPEN,,,2017-10-06,2999-12-31,2017-10-07 23:40:06,2017-10-06 11:41:06,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/af00e3ece79d3c3fbe34ecea8a47710e.jpg,,,2017/10/8 上午 12:05:23,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10608231701005,0822R4,17,75,高雄市壽山站動物保護教育園區,狗,M,BIG,黃,ADULT,N,N,鳳山區動物醫院回場 ※救援地點:勝利路,,OPEN,,,2017-08-23,2999-12-31,2017-10-07 23:39:16,2017-08-23 11:59:27,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/3fba9b24a681d5d2144724c6d8aea787.jpg,,,2017/10/8 上午 12:04:59,高雄市鼓山區萬壽路350號,07-5519059,
10608241702004,082404,17,76,高雄市燕巢站動物保護教育園區,狗,F,BIG,黑,ADULT,F,N,梓官區和平路,,OPEN,,,2017-08-24,2999-12-31,2017-10-07 23:39:04,2017-08-24 16:35:12,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/b82174f6563341941ad8b231dab9cb5e.jpg,,,2017/10/8 上午 12:05:00,高雄市燕巢區師大路98號,07-6051002,
10609060601002,20170905002,6,61,,狗,M,BIG,虎斑,ADULT,N,N,龍潭區,,OPEN,,,2017-09-06,2999-12-31,2017-10-07 23:38:25,2017-09-06 16:56:40,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/9b170709682532832fad7b6a12b336c4.jpg,,,2017/10/8 上午 12:05:06,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10609300601025,20170930010,6,61,,狗,F,MEDIUM,黃,ADULT,F,N,龜山區,,OPEN,,,2017-09-30,2999-12-31,2017-10-07 23:38:20,2017-09-30 16:29:01,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/254788d63a14213f2f88b4dc461b17e2.jpg,,,2017/10/8 上午 12:05:20,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10310181401013,10310181401013,14,72,嘉義縣流浪犬中途之家,狗,M,BIG,棕色,,N,N,,,OPEN,,,2014-10-18,2999-12-31,2017-10-07 23:37:15,2014-10-18 08:09:47,嘉義縣流浪犬中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/72/1413590102_72_c24cd7dbc30067c5d466c1b322efd85c.jpg,,,2017/10/7 下午 11:59:58,嘉義縣民雄鄉松山村後山仔37~1號。,05-3620025辦公室；05-2724721中途之家,
10407231002010,10407100001,10,67,南屯園區,貓,M,SMALL,白色,ADULT,T,N,,,OPEN,開園後(10:00)若超過兩位以上想認養同一隻毛小孩時，將等待15分鐘(即10:15)，進行抽籤決定順序，之後再以該順序第二次抽籤，抽出認養人。,,2015-07-23,2999-12-31,2017-10-07 23:36:30,2015-07-23 17:39:57,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/c5b1a52a34c934c00fd2350baa5ccf9a.png,,,2017/10/8 上午 12:00:34,臺中市南屯區中台路601號,04-23850976,
10510311005001,10510220008,10,91,中途動物醫院,貓,M,SMALL,虎斑,ADULT,T,N,,,OPEN,我在沙鹿區泰爾動物醫院喔!歡迎來電04-26632683,,2016-10-31,2999-12-31,2017-10-07 23:36:11,2016-10-31 08:45:58,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/f955088789cc9e1debd70eb2fff48590.jpg,,,2017/10/8 上午 12:03:05,,,
10607101002003,10607030017,10,67,南屯園區,貓,M,SMALL,其他橘子,CHILD,T,N,,,OPEN,,,2017-07-10,2999-12-31,2017-10-07 23:35:58,2017-07-10 14:07:33,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/d4d75c93beabd9b90329cb0e68be8fa6.png,,,2017/10/8 上午 12:04:46,臺中市南屯區中台路601號,04-23850976,
10512191002004,10512100011,10,67,南屯園區,貓,M,SMALL,虎斑,ADULT,T,N,,,OPEN,,,2016-12-19,2999-12-31,2017-10-07 23:35:50,2016-12-19 12:58:11,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/0611f0c6bc003068630ef5a1524b5bef.png,,,2017/10/8 上午 12:03:26,臺中市南屯區中台路601號,04-23850976,
10603291005008,10603140011,10,91,中途動物醫院,貓,M,SMALL,黃白,ADULT,T,N,,,OPEN,我在南屯區 溫馨動物醫院開放認養 歡迎來電04-22518648,,2017-03-29,2999-12-31,2017-10-07 23:35:41,2017-03-29 15:16:17,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/eb5710fa318d87734ab3bbf00a6c947a.png,,,2017/10/8 上午 12:04:03,,,
10608041301013,106-S058D,13,89,虎尾代養場,狗,F,MEDIUM,棕色,CHILD,N,N,西螺鎮安定里 ,,OPEN,,,2017-08-18,2999-12-31,2017-10-07 23:33:04,2017-08-04 14:55:46,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1501831480_89_c0878026da2bb0cea9c34c1da7932e46.JPG,,,2017/10/8 上午 12:04:54,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10506220701002,F0077,7,63,新竹縣動物收容所,狗,M,SMALL,白色,CHILD,N,N,,編號：F0077,OPEN,編號：F0077 (犬) 公 進所：2016/6/21 地點：竹北市溪洲里,,2016-06-22,2999-12-31,2017-10-07 23:32:56,2016-06-22 01:53:14,新竹縣動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/63/44674217bce86d71d1336312b3b8bffb.JPG,,,2017/10/8 上午 12:02:05,新竹縣竹北市縣政五街192號,03-5519548轉202,
10609301002003,10609270049,10,67,南屯園區,貓,M,SMALL,黑色,ADULT,T,N,,,OPEN,,,2017-09-30,2999-12-31,2017-10-07 23:32:03,2017-09-30 15:23:42,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/bc6111d630fd7b982f0e80d1b23afe96.png,,,2017/10/8 上午 12:05:20,臺中市南屯區中台路601號,04-23850976,
10609301002005,10609270050,10,67,南屯園區,貓,F,SMALL,其他三花,ADULT,T,N,,,OPEN,,,2017-09-30,2999-12-31,2017-10-07 23:31:53,2017-09-30 15:26:48,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/e04876e4f458fa93f437d48c55cd8a0f.png,,,2017/10/8 上午 12:05:20,臺中市南屯區中台路601號,04-23850976,
10608110601014,20170810011,6,61,,貓,M,SMALL,虎斑,CHILD,F,N,龜山區,,OPEN,,,2017-08-11,2999-12-31,2017-10-07 23:31:45,2017-08-11 14:36:49,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/629e2b1016ba18555f8db4a0daaf077f.jpg,,,2017/10/8 上午 12:04:52,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10610021002001,10610020001,10,67,南屯園區,貓,M,SMALL,黑白,ADULT,T,N,,,OPEN,,,2017-10-02,2999-12-31,2017-10-07 23:31:43,2017-10-02 13:53:50,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/f8a6aa2829203e70310568069779cf35.png,,,2017/10/8 上午 12:05:20,臺中市南屯區中台路601號,04-23850976,
10609281901001,1060453,19,79,花蓮縣流浪犬中途之家,狗,F,MEDIUM,虎斑,ADULT,T,T,秀林鄉,,OPEN,進場日期：106/09/28 注射：八合一,990000000209821 106/10/03絕育,2017-09-28,2999-12-31,2017-10-07 23:31:12,2017-09-28 14:31:41,花蓮縣流浪犬中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/79/3524dc3e148020b53c881d9e5e4b5305.JPG,,,2017/10/8 上午 12:05:16,花蓮縣吉安鄉南濱路1段599號,038-421452,
10602131901009,1060083,19,79,花蓮縣流浪犬中途之家,狗,F,MEDIUM,黑色,CHILD,T,T,,,OPEN,進場日期:106/02/13 注射:七和 一 ,植入晶片： 990000000208377 106/06/21絕育,2017-02-13,2999-12-31,2017-10-07 23:31:01,2017-02-13 16:46:20,花蓮縣流浪犬中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/79/009977aed7f674b5347f7ac247d8bc5e.jpg,,,2017/10/8 上午 12:03:46,花蓮縣吉安鄉南濱路1段599號,038-421452,
10602151901003,1060091,19,79,花蓮縣流浪犬中途之家,狗,F,MEDIUM,黑色,CHILD,T,T,壽豐鄉,,OPEN,進場日期：106/02/15 注射：七合一,990000000210106 106/04/13絕育,2017-02-15,2999-12-31,2017-10-07 23:30:56,2017-02-15 11:42:01,花蓮縣流浪犬中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/79/48849d36567536bbf342f6dc37e1983e.JPG,,,2017/10/8 上午 12:03:46,花蓮縣吉安鄉南濱路1段599號,038-421452,
